time_window,total_packets,mean_packet_size,std_packet_size,icmp_count,arp_count,mean_inter_arrival,std_inter_arrival
0,16,63.5,0.8944271909999159,0,12,0.15428080558776855,0.24274797483704633
1,5,70.0,28.0,2,2,0.5667225122451782,0.9810622419506703
2,8,98.0,0.0,8,0,0.4294210161481585,0.4955657486204015
